transaction_id,customer_id,amount,timestamp,payment_method,status,failure_reason,retry_count,checkout_completed,subscription,recovery_eligible,recovery_probability_ground_truth,recovery_outcome
TX00058,C0956,2358.02,2026-07-23 11:18:44.245926,WALLET,SUCCESS,,0,True,True,False,,
TX00059,C0149,9511.3,2026-08-09 15:46:44.245926,UPI,SUCCESS,,0,True,True,False,,
TX00060,C0925,7755.52,2026-06-07 06:49:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00061,C0117,11607.24,2026-06-23 19:27:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00062,C0577,8289.0,2026-07-23 13:37:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00063,C0806,5677.53,2026-06-24 18:30:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00064,C0493,12900.31,2026-06-16 15:09:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00065,C0364,6132.74,2026-07-20 03:41:44.245926,CARD,SUCCESS,,0,True,True,False,,
TX00066,C0756,14470.8,2026-09-01 19:34:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00067,C0150,7857.81,2026-07-15 01:28:44.245926,WALLET,SUCCESS,,0,True,True,False,,
TX00068,C0807,8617.44,2026-08-22 20:01:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00069,C0949,7407.5,2026-07-07 02:29:44.245926,CARD,SUCCESS,,0,True,True,False,,
TX00070,C0008,3706.72,2026-06-28 12:10:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00071,C0840,3339.58,2026-08-26 01:38:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00072,C0609,13793.16,2026-08-23 16:27:44.245926,WALLET,SUCCESS,,0,True,True,False,,
TX00073,C0600,5063.85,2026-08-07 12:01:44.245926,UPI,FAILED,FRAUD_SUSPECTED,2,True,False,False,0.01,False
TX00074,C0886,2855.59,2026-08-02 22:39:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00075,C0836,13503.93,2026-06-11 12:43:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00076,C0994,13636.46,2026-07-21 10:42:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00077,C0025,5371.98,2026-08-15 14:16:44.245926,WALLET,FAILED,BANK_DECLINE,2,True,False,True,0.35000000000000003,False
TX00078,C0129,7863.76,2026-06-30 00:07:44.245926,NETBANKING,SUCCESS,,0,True,True,False,,
TX00079,C0196,5624.68,2026-08-08 17:39:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00080,C0055,6394.82,2026-07-04 12:04:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00081,C0564,7338.58,2026-06-23 14:58:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00082,C0067,6340.22,2026-06-26 14:59:44.245926,UPI,SUCCESS,,0,True,True,False,,
TX00083,C0637,2668.6,2026-07-31 17:56:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00084,C0212,2458.92,2026-06-19 14:03:44.245926,NETBANKING,FAILED,TIMEOUT,0,True,False,True,0.85,True
TX00085,C0461,13214.08,2026-08-09 16:58:44.245926,CARD,FAILED,INSUFFICIENT_FUNDS,1,False,False,True,0.23,True
TX00086,C0650,7380.53,2026-06-24 09:53:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00087,C0632,11980.86,2026-08-18 02:59:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00088,C0907,7808.83,2026-06-19 17:04:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00089,C0220,6966.01,2026-07-28 04:51:44.245926,CARD,SUCCESS,,0,True,True,False,,
TX00090,C0820,2243.53,2026-06-05 22:51:44.245926,NETBANKING,SUCCESS,,0,True,True,False,,
TX00091,C0623,7714.09,2026-07-12 15:44:44.245926,CARD,FAILED,EXPIRED_CARD,2,True,False,True,0.01,False
TX00092,C0148,11822.86,2026-07-20 06:13:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00093,C0472,9993.07,2026-08-25 13:05:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00094,C0996,13485.44,2026-08-13 23:24:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00095,C0382,6484.06,2026-08-23 01:45:44.245926,UPI,SUCCESS,,0,True,True,False,,
TX00096,C0264,3673.45,2026-08-16 11:20:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00097,C0519,5452.61,2026-08-16 16:24:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00098,C0304,10541.6,2026-06-13 08:08:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00099,C0908,11558.13,2026-08-26 06:47:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00100,C0069,13188.46,2026-07-11 15:23:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00101,C0197,11231.59,2026-06-05 02:13:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00102,C0638,405.75,2026-08-03 00:33:44.245926,NETBANKING,SUCCESS,,0,True,True,False,,
TX00103,C0300,6310.02,2026-06-14 03:31:44.245926,UPI,FAILED,NETWORK_ERROR,2,True,False,True,0.7,True
TX00104,C0778,9294.65,2026-08-05 09:29:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00105,C0402,8415.94,2026-07-25 04:41:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00106,C0805,8457.2,2026-06-27 13:04:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00107,C0769,11680.66,2026-07-10 16:24:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00108,C0636,9991.46,2026-08-11 12:18:44.245926,CARD,FAILED,NETWORK_ERROR,2,False,False,True,0.7,True
TX00109,C0104,12072.55,2026-07-30 08:02:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00110,C0490,2662.85,2026-08-31 05:49:44.245926,NETBANKING,FAILED,BANK_DECLINE,0,True,False,True,0.43000000000000005,False
TX00111,C0269,4167.45,2026-07-08 04:47:44.245926,UPI,SUCCESS,,0,True,True,False,,
TX00112,C0581,5949.59,2026-09-02 01:14:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00113,C0261,4511.1,2026-08-31 03:32:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00114,C0498,12357.36,2026-08-01 17:25:44.245926,WALLET,FAILED,BANK_DECLINE,0,True,False,True,0.55,False
TX00115,C0800,794.06,2026-07-29 00:20:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00116,C0805,9343.29,2026-08-04 19:06:44.245926,UPI,SUCCESS,,0,True,True,False,,
TX00117,C0714,304.22,2026-06-18 18:37:44.245926,UPI,SUCCESS,,0,True,True,False,,
TX00118,C0801,6171.68,2026-08-04 09:34:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00119,C0314,7910.82,2026-08-10 12:31:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00120,C0369,8379.01,2026-08-09 12:57:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00121,C0605,5417.0,2026-08-31 03:01:44.245926,WALLET,FAILED,EXPIRED_CARD,0,True,False,True,0.2,True
TX00122,C0870,4138.28,2026-07-11 12:04:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00123,C0630,7696.59,2026-07-05 09:21:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00124,C0704,14363.63,2026-08-23 04:34:44.245926,NETBANKING,FAILED,BANK_DECLINE,2,True,False,True,0.23000000000000004,False
TX00125,C0045,3876.12,2026-07-05 08:41:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00126,C0736,7072.59,2026-07-27 20:37:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00127,C0453,4089.95,2026-07-09 06:38:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00128,C0411,10250.62,2026-06-25 08:58:44.245926,WALLET,FAILED,EXPIRED_CARD,1,False,True,True,0.1,False
TX00129,C0185,3949.39,2026-06-12 21:51:44.245926,WALLET,FAILED,TIMEOUT,2,True,False,True,0.6499999999999999,True
TX00130,C0887,5497.01,2026-08-24 20:20:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00131,C0654,11268.5,2026-08-28 02:51:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00132,C0678,3235.1,2026-08-10 09:15:44.245926,CARD,SUCCESS,,0,True,True,False,,
TX00133,C0608,3669.35,2026-08-19 10:38:44.245926,UPI,SUCCESS,,0,True,True,False,,
TX00134,C0383,2593.13,2026-06-14 03:44:44.245926,NETBANKING,FAILED,NETWORK_ERROR,0,True,False,True,0.78,True
TX00135,C0200,8259.67,2026-06-08 07:00:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00136,C0626,4936.63,2026-08-25 04:39:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00137,C0776,13070.9,2026-07-19 02:51:44.245926,UPI,FAILED,NETWORK_ERROR,2,True,False,True,0.7,True
TX00138,C0620,12049.27,2026-07-17 23:35:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00139,C0881,5405.15,2026-08-21 18:15:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00140,C0823,14654.66,2026-08-07 00:01:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00141,C0750,423.75,2026-08-04 19:17:44.245926,CARD,SUCCESS,,0,True,True,False,,
TX00142,C0146,5083.91,2026-07-30 05:19:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00143,C0234,4163.88,2026-06-28 23:12:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00144,C0414,5679.09,2026-07-19 20:15:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00145,C0424,11357.28,2026-07-07 16:12:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00146,C0155,2944.37,2026-06-16 09:09:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00147,C0285,12268.6,2026-08-09 01:19:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00148,C0966,6653.62,2026-07-09 02:44:44.245926,NETBANKING,SUCCESS,,0,True,True,False,,
TX00149,C0759,11156.57,2026-07-17 11:56:44.245926,WALLET,FAILED,EXPIRED_CARD,0,True,False,True,0.2,True
TX00150,C0851,8149.54,2026-07-03 04:24:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00151,C0830,8563.44,2026-07-26 03:08:44.245926,UPI,SUCCESS,,0,True,True,False,,
TX00152,C0182,2701.13,2026-06-24 01:22:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00153,C0169,9558.97,2026-07-15 09:24:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00154,C0094,5596.51,2026-07-25 04:32:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00155,C0501,591.58,2026-06-15 11:31:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00156,C0157,9201.97,2026-07-26 22:50:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00157,C0243,2865.72,2026-08-14 11:17:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00158,C0437,7803.53,2026-08-13 23:08:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00159,C0294,5901.74,2026-06-30 12:36:44.245926,WALLET,FAILED,BANK_DECLINE,0,False,False,True,0.55,False
TX00160,C0083,9300.96,2026-07-11 06:55:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00161,C0870,2681.39,2026-06-25 05:13:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00162,C0122,10743.37,2026-07-29 13:10:44.245926,WALLET,FAILED,BANK_DECLINE,1,False,False,True,0.33000000000000007,False
TX00163,C0882,7957.75,2026-07-15 10:21:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00164,C0888,639.59,2026-08-09 16:31:44.245926,UPI,SUCCESS,,0,True,True,False,,
TX00165,C0151,11234.97,2026-08-11 16:30:44.245926,CARD,SUCCESS,,0,True,True,False,,
TX00166,C0832,1814.24,2026-06-10 06:02:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00167,C0956,1091.23,2026-08-13 14:48:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00168,C0468,1523.79,2026-06-28 08:01:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00169,C0576,13994.37,2026-07-09 22:18:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00170,C0479,4477.38,2026-07-31 11:15:44.245926,NETBANKING,SUCCESS,,0,True,True,False,,
TX00171,C0652,2807.94,2026-06-07 15:28:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00172,C0275,5080.46,2026-07-17 18:51:44.245926,WALLET,FAILED,BANK_DECLINE,2,False,True,True,0.35000000000000003,False
TX00173,C0493,8227.53,2026-07-28 05:22:44.245926,WALLET,FAILED,BANK_DECLINE,2,True,False,True,0.35000000000000003,False
TX00174,C0292,8146.63,2026-08-26 04:15:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00175,C0855,12129.2,2026-07-14 15:56:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00176,C0915,2589.05,2026-06-05 09:44:44.245926,UPI,SUCCESS,,0,True,True,False,,
TX00177,C0153,12764.81,2026-07-05 17:54:44.245926,NETBANKING,FAILED,TIMEOUT,2,True,False,True,0.6499999999999999,False
TX00178,C0460,434.25,2026-07-13 14:59:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00179,C0325,12012.48,2026-07-24 08:16:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00180,C0913,8540.15,2026-07-10 09:01:44.245926,CARD,SUCCESS,,0,True,True,False,,
TX00181,C0050,9796.06,2026-08-18 20:24:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00182,C0556,6506.92,2026-06-26 06:00:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00183,C0131,9314.28,2026-08-06 14:35:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00184,C0803,11221.03,2026-08-17 01:33:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00185,C0734,1306.42,2026-06-16 21:08:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00186,C0500,9380.62,2026-06-29 05:10:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00187,C0749,5013.46,2026-06-18 07:03:44.245926,WALLET,SUCCESS,,0,True,True,False,,
TX00188,C0729,3033.28,2026-06-13 18:06:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00189,C0866,6744.72,2026-06-05 04:36:44.245926,NETBANKING,SUCCESS,,0,True,True,False,,
TX00190,C0304,7555.62,2026-07-05 13:36:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00191,C0137,7626.42,2026-07-08 06:00:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00192,C0226,5154.66,2026-08-20 05:26:44.245926,CARD,FAILED,INSUFFICIENT_FUNDS,0,True,True,True,0.33,False
TX00193,C0355,3125.23,2026-08-20 01:03:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00194,C0754,485.45,2026-09-01 03:43:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00195,C0477,11637.01,2026-07-14 18:20:44.245926,WALLET,SUCCESS,,0,True,True,False,,
TX00196,C0820,3227.94,2026-08-10 09:01:44.245926,NETBANKING,FAILED,INSUFFICIENT_FUNDS,2,True,False,True,0.25,True
TX00197,C0319,14062.36,2026-06-18 21:10:44.245926,NETBANKING,FAILED,BANK_DECLINE,0,True,True,True,0.55,True
TX00198,C0710,4692.55,2026-07-07 06:02:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00199,C0046,3501.49,2026-06-14 17:22:44.245926,UPI,FAILED,NETWORK_ERROR,1,True,False,True,0.8,True
TX00200,C0530,11900.41,2026-06-05 06:11:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00201,C0450,10454.05,2026-08-06 02:31:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00202,C0171,1615.35,2026-06-18 19:10:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00203,C0644,5274.8,2026-08-31 16:55:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00204,C0246,1178.69,2026-08-02 02:46:44.245926,NETBANKING,SUCCESS,,0,True,True,False,,
TX00205,C0466,1878.66,2026-07-18 20:23:44.245926,NETBANKING,SUCCESS,,0,True,True,False,,
TX00206,C0472,11891.86,2026-08-12 07:42:44.245926,NETBANKING,FAILED,TIMEOUT,1,True,False,True,0.83,True
TX00207,C0022,3985.23,2026-06-08 00:56:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00208,C0180,4632.3,2026-08-06 21:23:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00209,C0030,8291.22,2026-07-03 21:46:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00210,C0078,12520.84,2026-08-26 16:22:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00211,C0013,8107.72,2026-07-15 08:22:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00212,C0202,5696.56,2026-06-04 12:15:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00213,C0165,11084.77,2026-08-23 19:28:44.245926,UPI,SUCCESS,,0,True,True,False,,
TX00214,C0088,11707.44,2026-06-26 04:19:44.245926,WALLET,FAILED,TIMEOUT,0,True,False,True,0.85,True
TX00215,C0859,7613.97,2026-07-24 15:22:44.245926,UPI,SUCCESS,,0,True,True,False,,
TX00216,C0901,6324.13,2026-07-03 18:09:44.245926,WALLET,SUCCESS,,0,True,True,False,,
TX00217,C0736,1280.19,2026-08-19 11:11:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00218,C0306,759.72,2026-06-14 04:32:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00219,C0063,8693.88,2026-08-19 13:36:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00220,C0806,9472.37,2026-07-28 04:12:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00221,C0899,9207.52,2026-06-10 21:30:44.245926,WALLET,SUCCESS,,0,True,True,False,,
TX00222,C0439,9939.52,2026-08-27 22:48:44.245926,WALLET,FAILED,EXPIRED_CARD,0,True,False,True,0.28,False
TX00223,C0308,13389.33,2026-08-18 06:25:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00224,C0496,12407.55,2026-06-28 15:21:44.245926,CARD,FAILED,BANK_DECLINE,2,True,False,True,0.23000000000000004,False
TX00225,C0468,1727.65,2026-08-09 10:50:44.245926,UPI,FAILED,NETWORK_ERROR,1,True,True,True,0.8,True
TX00226,C0246,2929.8,2026-08-11 15:19:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00227,C0982,11564.37,2026-07-26 22:12:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00228,C0917,10079.06,2026-08-23 19:14:44.245926,CARD,SUCCESS,,0,True,True,False,,
TX00229,C0350,8384.49,2026-07-20 09:12:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00230,C0389,14976.97,2026-07-14 18:27:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00231,C0437,8386.2,2026-07-03 23:54:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00232,C0589,9608.64,2026-08-18 15:26:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00233,C0326,8578.23,2026-06-23 22:00:44.245926,NETBANKING,FAILED,TIMEOUT,2,False,False,True,0.53,True
TX00234,C0163,6137.23,2026-08-09 13:20:44.245926,NETBANKING,SUCCESS,,0,True,True,False,,
TX00235,C0828,539.65,2026-06-16 17:46:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
TX00236,C0637,4714.91,2026-06-24 15:24:44.245926,WALLET,SUCCESS,,0,True,True,False,,
TX00237,C0550,11641.39,2026-08-29 07:27:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00238,C0539,8438.85,2026-07-25 01:59:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00239,C0125,1686.02,2026-07-16 08:22:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00240,C0647,5696.12,2026-07-27 10:25:44.245926,WALLET,SUCCESS,,0,True,True,False,,
TX00241,C0561,4714.45,2026-07-26 08:55:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00242,C0226,11093.71,2026-08-09 07:22:44.245926,CARD,FAILED,TIMEOUT,1,True,False,True,0.63,False
TX00243,C0534,13642.54,2026-07-28 14:59:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00244,C0356,12182.62,2026-07-09 04:11:44.245926,NETBANKING,SUCCESS,,0,True,True,False,,
TX00245,C0957,11632.25,2026-07-06 02:44:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00246,C0244,13974.62,2026-06-15 10:00:44.245926,CARD,SUCCESS,,0,True,False,False,,
TX00247,C0366,9895.85,2026-07-29 06:25:44.245926,UPI,SUCCESS,,0,True,False,False,,
TX00248,C0597,9593.25,2026-06-09 08:55:44.245926,WALLET,SUCCESS,,0,True,False,False,,
TX00249,C0307,8236.97,2026-06-18 01:26:44.245926,NETBANKING,SUCCESS,,0,True,False,False,,
