timestamp,transaction_id,amount,failure_reason,recovery_probability,action,policy_status,decision_reason,execution_success,execution_message,verification_status,recovered_amount,ground_truth_recovery,original_retry_count
2026-09-03T23:13:29.708480,TX00110,2662.85,BANK_DECLINE,0.5718,CREATE_PAYMENT_LINK,ALLOWED,Bank decline with 57.18% predicted recovery probability. A payment link provides an alternative payment path without blindly retrying the decline.,True,Payment link created successfully. Transaction escalated to merchant.,ESCALATED,0.0,False,0
2026-09-03T23:13:29.719526,TX00114,12357.36,BANK_DECLINE,0.5366,CREATE_PAYMENT_LINK,ALLOWED,Bank decline with 53.66% predicted recovery probability. A payment link provides an alternative payment path without blindly retrying the decline.,True,Payment link created successfully. Transaction escalated to merchant.,ESCALATED,0.0,False,0
2026-09-03T23:13:29.728539,TX00121,5417.0,EXPIRED_CARD,0.2495,ESCALATE,ALLOWED,Expired card detected. The payment method must be updated before recovery.,True,Transaction escalated to merchant.,ESCALATED,0.0,True,0
2026-09-03T23:13:29.737527,TX00124,14363.63,BANK_DECLINE,0.2609,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,2
2026-09-03T23:13:29.745626,TX00128,10250.62,EXPIRED_CARD,0.1425,ESCALATE,ALLOWED,Expired card detected. The payment method must be updated before recovery.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,1
2026-09-03T23:13:29.757540,TX00129,3949.39,TIMEOUT,0.5973,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,True,2
2026-09-03T23:13:29.765528,TX00134,2593.13,NETWORK_ERROR,0.8633,RETRY_PAYMENT,ALLOWED,Network failure with 86.33% predicted recovery probability. Automatic retry is permitted.,True,Payment retry succeeded.,SUCCESS,2593.13,True,0
2026-09-03T23:13:29.774628,TX00137,13070.9,NETWORK_ERROR,0.606,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,True,2
2026-09-03T23:13:29.785653,TX00149,11156.57,EXPIRED_CARD,0.2372,ESCALATE,ALLOWED,Expired card detected. The payment method must be updated before recovery.,True,Transaction escalated to merchant.,ESCALATED,0.0,True,0
2026-09-03T23:13:29.794732,TX00159,5901.74,BANK_DECLINE,0.5553,CREATE_PAYMENT_LINK,ALLOWED,Bank decline with 55.53% predicted recovery probability. A payment link provides an alternative payment path without blindly retrying the decline.,True,Payment link created successfully. Transaction escalated to merchant.,ESCALATED,0.0,False,0
2026-09-03T23:13:29.805255,TX00162,10743.37,BANK_DECLINE,0.3937,ESCALATE,ALLOWED,Bank decline with 39.37% predicted recovery probability. Merchant/customer intervention is recommended.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,1
2026-09-03T23:13:29.813280,TX00172,5080.46,BANK_DECLINE,0.2684,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,2
2026-09-03T23:13:29.822359,TX00173,8227.53,BANK_DECLINE,0.269,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,2
2026-09-03T23:13:29.830295,TX00177,12764.81,TIMEOUT,0.5795,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,2
2026-09-03T23:13:29.839270,TX00192,5154.66,INSUFFICIENT_FUNDS,0.4023,ESCALATE,ALLOWED,Insufficient funds detected. Automated collection is intentionally avoided and the transaction is escalated.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,0
2026-09-03T23:13:29.846364,TX00196,3227.94,INSUFFICIENT_FUNDS,0.2333,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,True,2
2026-09-03T23:13:29.856269,TX00197,14062.36,BANK_DECLINE,0.5292,CREATE_PAYMENT_LINK,ALLOWED,Bank decline with 52.92% predicted recovery probability. A payment link provides an alternative payment path without blindly retrying the decline.,True,Payment link created successfully.,SUCCESS,14062.36,True,0
2026-09-03T23:13:29.866268,TX00199,3501.49,NETWORK_ERROR,0.7576,RETRY_PAYMENT,ALLOWED,Network failure with 75.76% predicted recovery probability. Automatic retry is permitted.,True,Payment retry succeeded.,SUCCESS,3501.49,True,1
2026-09-03T23:13:29.875269,TX00206,11891.86,TIMEOUT,0.7167,RETRY_PAYMENT,ALLOWED,Timeout with 71.67% predicted recovery probability. Automatic retry is permitted.,True,Payment retry succeeded.,SUCCESS,11891.86,True,1
2026-09-03T23:13:29.928802,TX00214,11707.44,TIMEOUT,0.8173,RETRY_PAYMENT,ALLOWED,Timeout with 81.73% predicted recovery probability. Automatic retry is permitted.,True,Payment retry succeeded.,SUCCESS,11707.44,True,0
2026-09-03T23:13:29.946162,TX00222,9939.52,EXPIRED_CARD,0.2397,ESCALATE,ALLOWED,Expired card detected. The payment method must be updated before recovery.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,0
2026-09-03T23:13:29.956266,TX00224,12407.55,BANK_DECLINE,0.2047,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,2
2026-09-03T23:13:29.964167,TX00225,1727.65,NETWORK_ERROR,0.7541,RETRY_PAYMENT,ALLOWED,Network failure with 75.41% predicted recovery probability. Automatic retry is permitted.,True,Payment retry succeeded.,SUCCESS,1727.65,True,1
2026-09-03T23:13:29.973265,TX00233,8578.23,TIMEOUT,0.5914,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,True,2
2026-09-03T23:13:29.981167,TX00242,11093.71,TIMEOUT,0.6454,CREATE_PAYMENT_LINK,ALLOWED,Timeout with 64.54% predicted recovery probability. A payment link provides a safer recovery path.,True,Payment link created successfully. Transaction escalated to merchant.,ESCALATED,0.0,False,1
2026-09-03T23:13:29.990164,TX00262,9460.78,NETWORK_ERROR,0.8498,RETRY_PAYMENT,ALLOWED,Network failure with 84.98% predicted recovery probability. Automatic retry is permitted.,True,Payment retry succeeded.,SUCCESS,9460.78,True,0
2026-09-03T23:13:29.997186,TX00263,1951.86,NETWORK_ERROR,0.6365,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,2
2026-09-03T23:13:30.006772,TX00267,14886.84,INSUFFICIENT_FUNDS,0.4435,ESCALATE,ALLOWED,Insufficient funds detected. Automated collection is intentionally avoided and the transaction is escalated.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,0
2026-09-03T23:13:30.014668,TX00271,13004.95,TIMEOUT,0.5554,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,2
2026-09-03T23:13:30.023668,TX00272,13586.92,EXPIRED_CARD,0.0861,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,2
2026-09-03T23:13:30.033669,TX00286,14643.92,INSUFFICIENT_FUNDS,0.1949,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,2
2026-09-03T23:13:30.043669,TX00287,2040.29,EXPIRED_CARD,0.2025,ESCALATE,ALLOWED,Expired card detected. The payment method must be updated before recovery.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,0
2026-09-03T23:13:30.053684,TX00291,9369.11,BANK_DECLINE,0.5428,CREATE_PAYMENT_LINK,ALLOWED,Bank decline with 54.28% predicted recovery probability. A payment link provides an alternative payment path without blindly retrying the decline.,True,Payment link created successfully.,SUCCESS,9369.11,True,0
2026-09-03T23:13:30.061677,TX00293,10766.68,NETWORK_ERROR,0.734,RETRY_PAYMENT,ALLOWED,Network failure with 73.40% predicted recovery probability. Automatic retry is permitted.,True,Payment retry succeeded.,SUCCESS,10766.68,True,1
2026-09-03T23:13:30.070769,TX00295,3571.55,FRAUD_SUSPECTED,0.1061,ESCALATE,BLOCKED,Automated recovery blocked because fraud was suspected.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,0
2026-09-03T23:13:30.079667,TX00296,7502.16,EXPIRED_CARD,0.245,ESCALATE,ALLOWED,Expired card detected. The payment method must be updated before recovery.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,0
2026-09-03T23:13:30.088667,TX00297,10886.95,BANK_DECLINE,0.2687,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,2
2026-09-03T23:13:30.096679,TX00299,923.51,BANK_DECLINE,0.3484,ESCALATE,ALLOWED,Bank decline with 34.84% predicted recovery probability. Merchant/customer intervention is recommended.,True,Transaction escalated to merchant.,ESCALATED,0.0,True,1
2026-09-03T23:13:30.106490,TX00305,10532.88,TIMEOUT,0.7139,RETRY_PAYMENT,ALLOWED,Timeout with 71.39% predicted recovery probability. Automatic retry is permitted.,True,Payment retry succeeded.,SUCCESS,10532.88,True,1
2026-09-03T23:13:30.115393,TX00309,1554.01,TIMEOUT,0.5881,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,True,2
2026-09-03T23:13:30.124399,TX00312,1054.26,TIMEOUT,0.736,RETRY_PAYMENT,ALLOWED,Timeout with 73.60% predicted recovery probability. Automatic retry is permitted.,True,Payment retry succeeded.,SUCCESS,1054.26,True,1
2026-09-03T23:13:30.133491,TX00313,351.93,TIMEOUT,0.7375,RETRY_PAYMENT,ALLOWED,Timeout with 73.75% predicted recovery probability. Automatic retry is permitted.,True,Payment retry succeeded.,SUCCESS,351.93,True,1
2026-09-03T23:13:30.141396,TX00319,12618.81,TIMEOUT,0.7575,RETRY_PAYMENT,ALLOWED,Timeout with 75.75% predicted recovery probability. Automatic retry is permitted.,True,Payment retry succeeded.,SUCCESS,12618.81,True,0
2026-09-03T23:13:30.152395,TX00337,4039.94,TIMEOUT,0.5945,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,2
2026-09-03T23:13:30.160396,TX00340,7342.89,INSUFFICIENT_FUNDS,0.2197,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,True,2
2026-09-03T23:13:30.169488,TX00348,11347.64,EXPIRED_CARD,0.0859,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,2
2026-09-03T23:13:30.178428,TX00353,11066.88,TIMEOUT,0.7187,RETRY_PAYMENT,ALLOWED,Timeout with 71.87% predicted recovery probability. Automatic retry is permitted.,False,Payment retry failed. Transaction escalated to merchant.,ESCALATED,0.0,False,1
2026-09-03T23:13:30.187466,TX00354,10247.74,NETWORK_ERROR,0.8046,RETRY_PAYMENT,ALLOWED,Network failure with 80.46% predicted recovery probability. Automatic retry is permitted.,True,Payment retry succeeded.,SUCCESS,10247.74,True,0
2026-09-03T23:13:30.195502,TX00358,9691.11,TIMEOUT,0.8208,RETRY_PAYMENT,ALLOWED,Timeout with 82.08% predicted recovery probability. Automatic retry is permitted.,True,Payment retry succeeded.,SUCCESS,9691.11,True,0
2026-09-03T23:13:30.204502,TX00362,4464.04,NETWORK_ERROR,0.7727,RETRY_PAYMENT,ALLOWED,Network failure with 77.27% predicted recovery probability. Automatic retry is permitted.,True,Payment retry succeeded.,SUCCESS,4464.04,True,1
2026-09-03T23:13:30.213035,TX00368,11537.1,NETWORK_ERROR,0.5512,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,True,2
2026-09-03T23:13:30.222036,TX00372,5073.99,NETWORK_ERROR,0.7542,RETRY_PAYMENT,ALLOWED,Network failure with 75.42% predicted recovery probability. Automatic retry is permitted.,True,Payment retry succeeded.,SUCCESS,5073.99,True,1
2026-09-03T23:13:30.232551,TX00380,1445.05,INSUFFICIENT_FUNDS,0.2869,ESCALATE,ALLOWED,Insufficient funds detected. Automated collection is intentionally avoided and the transaction is escalated.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,1
2026-09-03T23:13:30.243640,TX00389,10851.53,TIMEOUT,0.7684,RETRY_PAYMENT,ALLOWED,Timeout with 76.84% predicted recovery probability. Automatic retry is permitted.,True,Payment retry succeeded.,SUCCESS,10851.53,True,0
2026-09-03T23:13:30.255542,TX00390,12831.83,TIMEOUT,0.5559,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,True,2
2026-09-03T23:13:30.267571,TX00391,1912.57,EXPIRED_CARD,0.2027,ESCALATE,ALLOWED,Expired card detected. The payment method must be updated before recovery.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,0
2026-09-03T23:13:30.278550,TX00393,7280.61,BANK_DECLINE,0.4105,ESCALATE,ALLOWED,Bank decline with 41.05% predicted recovery probability. Merchant/customer intervention is recommended.,True,Transaction escalated to merchant.,ESCALATED,0.0,True,1
2026-09-03T23:13:30.289547,TX00396,1544.55,EXPIRED_CARD,0.1647,ESCALATE,ALLOWED,Expired card detected. The payment method must be updated before recovery.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,1
2026-09-03T23:13:30.300571,TX00406,1447.8,BANK_DECLINE,0.2263,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,True,2
2026-09-03T23:13:30.308106,TX00407,7192.37,EXPIRED_CARD,0.0845,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,2
2026-09-03T23:13:30.317200,TX00416,4140.41,NETWORK_ERROR,0.8155,RETRY_PAYMENT,ALLOWED,Network failure with 81.55% predicted recovery probability. Automatic retry is permitted.,False,Payment retry failed. Transaction escalated to merchant.,ESCALATED,0.0,False,0
2026-09-03T23:13:30.327104,TX00418,11365.59,INSUFFICIENT_FUNDS,0.4602,ESCALATE,ALLOWED,Insufficient funds detected. Automated collection is intentionally avoided and the transaction is escalated.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,0
2026-09-03T23:13:30.337093,TX00420,2005.12,BANK_DECLINE,0.4183,ESCALATE,ALLOWED,Bank decline with 41.83% predicted recovery probability. Merchant/customer intervention is recommended.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,1
2026-09-03T23:13:30.345211,TX00423,6897.66,TIMEOUT,0.5127,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,True,2
2026-09-03T23:13:30.356233,TX00436,13471.22,NETWORK_ERROR,0.7537,RETRY_PAYMENT,ALLOWED,Network failure with 75.37% predicted recovery probability. Automatic retry is permitted.,False,Payment retry failed. Transaction escalated to merchant.,ESCALATED,0.0,False,1
2026-09-03T23:13:30.369536,TX00437,4362.84,INSUFFICIENT_FUNDS,0.2188,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,2
2026-09-03T23:13:30.377550,TX00439,4096.11,TIMEOUT,0.655,CREATE_PAYMENT_LINK,ALLOWED,Timeout with 65.50% predicted recovery probability. A payment link provides a safer recovery path.,True,Payment link created successfully. Transaction escalated to merchant.,ESCALATED,0.0,False,1
2026-09-03T23:13:30.431421,TX00449,12324.26,NETWORK_ERROR,0.5489,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,True,2
2026-09-03T23:13:30.441425,TX00459,541.35,NETWORK_ERROR,0.6553,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,True,2
2026-09-03T23:13:30.458164,TX00460,7038.04,EXPIRED_CARD,0.0924,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,2
2026-09-03T23:13:30.467184,TX00464,1730.2,NETWORK_ERROR,0.6279,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,2
2026-09-03T23:13:30.475170,TX00481,9398.14,INSUFFICIENT_FUNDS,0.1679,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,2
2026-09-03T23:13:30.484163,TX00483,14538.04,BANK_DECLINE,0.5139,CREATE_PAYMENT_LINK,ALLOWED,Bank decline with 51.39% predicted recovery probability. A payment link provides an alternative payment path without blindly retrying the decline.,True,Payment link created successfully.,SUCCESS,14538.04,True,0
2026-09-03T23:13:30.492193,TX00486,2885.55,NETWORK_ERROR,0.576,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,2
2026-09-03T23:13:30.501193,TX00488,3681.93,TIMEOUT,0.7761,RETRY_PAYMENT,ALLOWED,Timeout with 77.61% predicted recovery probability. Automatic retry is permitted.,True,Payment retry succeeded.,SUCCESS,3681.93,True,0
2026-09-03T23:13:30.508726,TX00490,2430.64,BANK_DECLINE,0.5653,CREATE_PAYMENT_LINK,ALLOWED,Bank decline with 56.53% predicted recovery probability. A payment link provides an alternative payment path without blindly retrying the decline.,True,Payment link created successfully.,SUCCESS,2430.64,True,0
2026-09-03T23:13:30.517722,TX00493,7041.11,INSUFFICIENT_FUNDS,0.4827,ESCALATE,ALLOWED,Insufficient funds detected. Automated collection is intentionally avoided and the transaction is escalated.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,0
2026-09-03T23:13:30.525721,TX00494,9289.46,BANK_DECLINE,0.2539,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,True,2
2026-09-03T23:13:30.535751,TX00498,14209.91,BANK_DECLINE,0.5148,CREATE_PAYMENT_LINK,ALLOWED,Bank decline with 51.48% predicted recovery probability. A payment link provides an alternative payment path without blindly retrying the decline.,True,Payment link created successfully.,SUCCESS,14209.91,True,0
2026-09-03T23:13:30.544723,TX00506,6258.8,EXPIRED_CARD,0.0907,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,2
2026-09-03T23:13:30.558732,TX00511,10217.4,NETWORK_ERROR,0.7429,RETRY_PAYMENT,ALLOWED,Network failure with 74.29% predicted recovery probability. Automatic retry is permitted.,True,Payment retry succeeded.,SUCCESS,10217.4,True,1
2026-09-03T23:13:30.571723,TX00515,10631.8,INSUFFICIENT_FUNDS,0.4558,ESCALATE,ALLOWED,Insufficient funds detected. Automated collection is intentionally avoided and the transaction is escalated.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,0
2026-09-03T23:13:30.586179,TX00519,12058.59,INSUFFICIENT_FUNDS,0.4655,ESCALATE,ALLOWED,Insufficient funds detected. Automated collection is intentionally avoided and the transaction is escalated.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,0
2026-09-03T23:13:30.597207,TX00526,7938.42,TIMEOUT,0.7201,RETRY_PAYMENT,ALLOWED,Timeout with 72.01% predicted recovery probability. Automatic retry is permitted.,False,Payment retry failed. Transaction escalated to merchant.,ESCALATED,0.0,False,1
2026-09-03T23:13:30.608764,TX00527,8093.44,TIMEOUT,0.6534,CREATE_PAYMENT_LINK,ALLOWED,Timeout with 65.34% predicted recovery probability. A payment link provides a safer recovery path.,True,Payment link created successfully. Transaction escalated to merchant.,ESCALATED,0.0,False,1
2026-09-03T23:13:30.621764,TX00528,3633.69,FRAUD_SUSPECTED,0.1088,ESCALATE,BLOCKED,Automated recovery blocked because fraud was suspected.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,0
2026-09-03T23:13:30.633768,TX00530,12638.18,EXPIRED_CARD,0.2341,ESCALATE,ALLOWED,Expired card detected. The payment method must be updated before recovery.,True,Transaction escalated to merchant.,ESCALATED,0.0,True,0
2026-09-03T23:13:30.643763,TX00538,14716.14,INSUFFICIENT_FUNDS,0.2053,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,2
2026-09-03T23:13:30.653776,TX00542,8876.44,INSUFFICIENT_FUNDS,0.2695,ESCALATE,ALLOWED,Insufficient funds detected. Automated collection is intentionally avoided and the transaction is escalated.,True,Transaction escalated to merchant.,ESCALATED,0.0,True,1
2026-09-03T23:13:30.664771,TX00550,6530.33,TIMEOUT,0.574,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,True,2
2026-09-03T23:13:30.673763,TX00551,8021.93,NETWORK_ERROR,0.62,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,True,2
2026-09-03T23:13:30.682768,TX00552,6393.36,BANK_DECLINE,0.2712,ESCALATE,BLOCKED,Automated recovery blocked because maximum retry limit of 2 has been reached.,True,Transaction escalated to merchant.,ESCALATED,0.0,True,2
2026-09-03T23:13:30.690767,TX00558,9778.35,NETWORK_ERROR,0.7439,RETRY_PAYMENT,ALLOWED,Network failure with 74.39% predicted recovery probability. Automatic retry is permitted.,False,Payment retry failed. Transaction escalated to merchant.,ESCALATED,0.0,False,1
2026-09-03T23:13:30.699792,TX00563,5553.57,TIMEOUT,0.6511,CREATE_PAYMENT_LINK,ALLOWED,Timeout with 65.11% predicted recovery probability. A payment link provides a safer recovery path.,True,Payment link created successfully. Transaction escalated to merchant.,ESCALATED,0.0,False,1
2026-09-03T23:13:30.710336,TX00575,7348.92,INSUFFICIENT_FUNDS,0.4818,ESCALATE,ALLOWED,Insufficient funds detected. Automated collection is intentionally avoided and the transaction is escalated.,True,Transaction escalated to merchant.,ESCALATED,0.0,False,0
